Time,torque sensor,encoder
2024-04-17 10:43:15.673,0.9213482737541199,13.287627220153809
2024-04-17 10:43:15.705,0.9573720693588257,13.421095848083496
2024-04-17 10:43:15.705,0.9928377866744995,13.56368350982666
2024-04-17 10:43:15.705,0.9928377866744995,13.713732719421387
2024-04-17 10:43:15.720,1.0274367332458496,13.879532814025879
2024-04-17 10:43:15.720,1.0647308826446533,14.052793502807617
2024-04-17 10:43:15.736,1.1087098121643066,14.238490104675293
2024-04-17 10:43:15.752,1.158660888671875,14.43496322631836
2024-04-17 10:43:15.752,1.2094788551330566,14.640555381774902
2024-04-17 10:43:15.767,1.2567704916000366,14.861898422241211
2024-04-17 10:43:15.784,1.3062704801559448,15.09235954284668
2024-04-17 10:43:15.785,1.3534432649612427,15.341059684753418
2024-04-17 10:43:15.800,1.4021952152252197,15.60136604309082
2024-04-17 10:43:15.800,1.4021952152252197,15.875764846801758
2024-04-17 10:43:15.816,1.4511134624481201,16.16508674621582
2024-04-17 10:43:15.832,1.5005184412002563,16.470157623291016
2024-04-17 10:43:15.832,1.5510039329528809,16.792638778686523
2024-04-17 10:43:15.847,1.6038522720336914,17.13170051574707
2024-04-17 10:43:15.863,1.6585766077041626,17.48568344116211
2024-04-17 10:43:15.863,1.7147849798202515,17.855417251586914
2024-04-17 10:43:15.879,1.7700791358947754,18.244218826293945
2024-04-17 10:43:15.894,1.8233906030654907,18.64794158935547
2024-04-17 10:43:15.896,1.8233906030654907,19.072389602661133
2024-04-17 10:43:15.912,1.8752057552337646,19.518390655517578
2024-04-17 10:43:15.912,1.9253350496292114,19.980972290039062
2024-04-17 10:43:15.928,1.97438383102417,20.461793899536133
2024-04-17 10:43:15.943,2.0243587493896484,20.96002197265625
2024-04-17 10:43:15.943,2.0713772773742676,21.477317810058594
2024-04-17 10:43:15.960,2.120473623275757,22.01285171508789
2024-04-17 10:43:15.960,2.1685843467712402,22.567453384399414
2024-04-17 10:43:15.975,2.2099156379699707,23.136146545410156
2024-04-17 10:43:15.991,2.246259927749634,23.7247371673584
